"Component Status","Product","Reference","Source","Responsible","Start","End","Deadline","State","Quantity Producing","Quantity To Produce","Total Quantity","Product/Cost","Product/Sales Price"
"Available","[FURN_7023] Wood Panel","WH/MO/01244","","Mitchell Admin","2024-05-24 01:00:00","2024-06-28 01:00:00","2024-08-16 01:00:00","","3.0","3.0","3.0","80.0","100.0"
"Available","[FURN_8855] Drawer","WH/MO/08324","SO-9324","Public user","2024-05-24 01:00:00","2024-06-05 01:00:00","2024-07-30 01:00:00","","17.0","17.0","17.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/03594","","Portal User Template","2024-05-26 01:00:00","2024-06-14 01:00:00","2024-08-19 01:00:00","","11.0","11.0","11.0","80.0","100.0"
"","[FURN_8855] Drawer","WH/MO/08769","","OdooBot","2024-05-26 01:00:00","2024-06-17 01:00:00","2024-06-15 01:00:00","Cancelled","0.0","1.0","1.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/01294","","Mitchell Admin","2024-05-27 01:00:00","2024-07-02 01:00:00","2024-07-18 01:00:00","","20.0","20.0","20.0","80.0","100.0"
"","[FURN_7800] Desk Combination","WH/MO/02569","","Public user","2024-05-27 01:00:00","2024-07-21 01:00:00","2024-06-12 01:00:00","Cancelled","5.0","13.0","13.0","300.0","450.0"
"","[FURN_8522] Table Top","WH/MO/03209","","Public user","2024-05-27 01:00:00","2024-06-21 01:00:00","2024-06-18 01:00:00","Cancelled","6.0","20.0","20.0","240.0","380.0"
"Available","[FURN_7800] Desk Combination","WH/MO/05334","","OdooBot","2024-05-27 01:00:00","2024-07-01 01:00:00","2024-08-28 01:00:00","","7.0","7.0","7.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/02084","SO-3084","Portal User Template","2024-05-28 01:00:00","2024-07-03 01:00:00","2024-07-17 01:00:00","","5.0","5.0","5.0","300.0","450.0"
"","[FURN_8522] Table Top","WH/MO/03019","","Public user","2024-05-28 01:00:00","2024-06-25 01:00:00","2024-06-07 01:00:00","Cancelled","3.0","6.0","6.0","240.0","380.0"
"","[FURN_7023] Wood Panel","WH/MO/06119","","Public user","2024-05-28 01:00:00","2024-07-23 01:00:00","2024-06-18 01:00:00","Cancelled","2.0","5.0","5.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/06924","SO-7924","OdooBot","2024-05-28 01:00:00","2024-06-15 01:00:00","2024-07-15 01:00:00","","11.0","11.0","11.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/02594","","OdooBot","2024-05-29 01:00:00","2024-07-03 01:00:00","2024-07-18 01:00:00","","10.0","10.0","10.0","300.0","450.0"
"","[FURN_8522] Table Top","WH/MO/07679","SO-8679","Default User Template","2024-05-29 01:00:00","2024-07-17 01:00:00","2024-06-14 01:00:00","Cancelled","7.0","9.0","9.0","240.0","380.0"
"","[FURN_7023] Wood Panel","WH/MO/04879","SO-5879","Default User Template","2024-05-30 01:00:00","2024-06-27 01:00:00","2024-06-09 01:00:00","Cancelled","5.0","13.0","13.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/05604","","Portal User Template","2024-05-30 01:00:00","2024-06-29 01:00:00","2024-08-08 01:00:00","","20.0","20.0","20.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/04244","","Public user","2024-05-31 01:00:00","2024-07-07 01:00:00","2024-08-29 01:00:00","","17.0","17.0","17.0","80.0","100.0"
"","[FURN_9666] Table","WH/MO/04249","SO-5249","Default User Template","2024-05-31 01:00:00","2024-07-15 01:00:00","2024-06-18 01:00:00","Cancelled","7.0","18.0","18.0","290.0","520.0"
"","[FURN_7023] Wood Panel","WH/MO/06529","","Mitchell Admin","2024-06-01 01:00:00","2024-06-20 01:00:00","2024-06-12 01:00:00","Cancelled","2.0","5.0","5.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/02974","","Default User Template","2024-06-04 01:00:00","2024-06-20 01:00:00","2024-08-23 01:00:00","","3.0","3.0","3.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/09754","","Portal User Template","2024-06-04 01:00:00","2024-07-08 01:00:00","2024-09-05 01:00:00","","17.0","17.0","17.0","80.0","100.0"
"Available","[FURN_8855] Drawer","WH/MO/06574","SO-7574","Default User Template","2024-06-05 01:00:00","2024-06-21 01:00:00","2024-09-04 01:00:00","","2.0","2.0","2.0","100.0","110.5"
"","[FURN_8855] Drawer","WH/MO/03329","","Public user","2024-06-06 01:00:00","2024-07-26 01:00:00","2024-06-22 01:00:00","Cancelled","5.0","15.0","15.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/06934","","Mitchell Admin","2024-06-06 01:00:00","2024-07-03 01:00:00","2024-08-20 01:00:00","","8.0","8.0","8.0","290.0","520.0"
"","[FURN_7023] Wood Panel","WH/MO/00559","SO-1559","Public user","2024-06-07 01:00:00","2024-06-22 01:00:00","2024-06-14 01:00:00","Cancelled","13.0","17.0","17.0","80.0","100.0"
"","[FURN_7023] Wood Panel","WH/MO/06679","","OdooBot","2024-06-08 01:00:00","2024-07-31 01:00:00","2024-06-20 01:00:00","Cancelled","4.0","6.0","6.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/05374","","Portal User Template","2024-06-09 01:00:00","2024-06-30 01:00:00","2024-07-29 01:00:00","","15.0","15.0","15.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/01674","","OdooBot","2024-06-12 01:00:00","2024-07-02 01:00:00","2024-08-07 01:00:00","","17.0","17.0","17.0","80.0","100.0"
"","[FURN_9666] Table","WH/MO/08699","","Public user","2024-06-12 01:00:00","2024-08-03 01:00:00","2024-07-01 01:00:00","Cancelled","1.0","6.0","6.0","290.0","520.0"
"","[FURN_7800] Desk Combination","WH/MO/03999","SO-4999","Default User Template","2024-06-14 01:00:00","2024-07-16 01:00:00","2024-07-05 01:00:00","Cancelled","0.0","1.0","1.0","300.0","450.0"
"","[FURN_8522] Table Top","WH/MO/01959","SO-2959","OdooBot","2024-06-16 01:00:00","2024-07-21 01:00:00","2024-07-02 01:00:00","Cancelled","10.0","14.0","14.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/07154","","Default User Template","2024-06-16 01:00:00","2024-07-14 01:00:00","2024-08-11 01:00:00","","13.0","13.0","13.0","100.0","110.5"
"Available","[FURN_7800] Desk Combination","WH/MO/00404","","Public user","2024-06-17 01:00:00","2024-07-09 01:00:00","2024-09-06 01:00:00","","12.0","12.0","12.0","300.0","450.0"
"","[FURN_8855] Drawer","WH/MO/04179","","Portal User Template","2024-06-17 01:00:00","2024-07-05 01:00:00","2024-07-05 01:00:00","Cancelled","3.0","8.0","8.0","100.0","110.5"
"Available","[FURN_8855] Drawer","WH/MO/00094","","Public user","2024-06-18 01:00:00","2024-07-03 01:00:00","2024-07-28 01:00:00","","8.0","8.0","8.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/01314","","Public user","2024-06-19 01:00:00","2024-07-03 01:00:00","2024-08-02 01:00:00","","12.0","12.0","12.0","290.0","520.0"
"","[FURN_7023] Wood Panel","WH/MO/04029","","Portal User Template","2024-06-20 01:00:00","2024-07-25 01:00:00","2024-07-09 01:00:00","Cancelled","13.0","17.0","17.0","80.0","100.0"
"","[FURN_8855] Drawer","WH/MO/05069","SO-6069","OdooBot","2024-06-21 01:00:00","2024-07-27 01:00:00","2024-07-10 01:00:00","Cancelled","11.0","15.0","15.0","100.0","110.5"
"","[FURN_7800] Desk Combination","WH/MO/02989","SO-3989","Mitchell Admin","2024-06-23 01:00:00","2024-08-16 01:00:00","2024-07-07 01:00:00","Cancelled","4.0","13.0","13.0","300.0","450.0"
"Available","[FURN_9666] Table","WH/MO/04914","SO-5914","Public user","2024-06-23 01:00:00","2024-07-20 01:00:00","2024-08-08 01:00:00","","10.0","10.0","10.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/05034","","Portal User Template","2024-06-24 01:00:00","2024-08-02 01:00:00","2024-08-22 01:00:00","","9.0","9.0","9.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/06369","","Mitchell Admin","2024-06-24 01:00:00","2024-07-26 01:00:00","2024-07-04 01:00:00","Cancelled","1.0","3.0","3.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/06454","","OdooBot","2024-06-24 01:00:00","2024-08-03 01:00:00","2024-08-16 01:00:00","","17.0","17.0","17.0","80.0","100.0"
"Available","[FURN_8522] Table Top","WH/MO/00914","SO-1914","Public user","2024-06-25 01:00:00","2024-08-01 01:00:00","2024-09-26 01:00:00","","10.0","10.0","10.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/04054","","Mitchell Admin","2024-06-25 01:00:00","2024-07-10 01:00:00","2024-08-30 01:00:00","","5.0","5.0","5.0","100.0","110.5"
"Available","[FURN_8855] Drawer","WH/MO/04534","","Portal User Template","2024-06-25 01:00:00","2024-07-27 01:00:00","2024-08-05 01:00:00","","19.0","19.0","19.0","100.0","110.5"
"","[FURN_8522] Table Top","WH/MO/03899","SO-4899","Default User Template","2024-06-26 01:00:00","2024-08-05 01:00:00","2024-07-09 01:00:00","Cancelled","11.0","19.0","19.0","240.0","380.0"
"","[FURN_8855] Drawer","WH/MO/09229","","Public user","2024-06-26 01:00:00","2024-07-22 01:00:00","2024-07-12 01:00:00","Cancelled","3.0","7.0","7.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/00604","","Public user","2024-06-27 01:00:00","2024-07-18 01:00:00","2024-09-13 01:00:00","","4.0","4.0","4.0","80.0","100.0"
"","[FURN_9666] Table","WH/MO/04939","","Mitchell Admin","2024-06-29 01:00:00","2024-08-20 01:00:00","2024-07-16 01:00:00","Cancelled","12.0","20.0","20.0","290.0","520.0"
"","[FURN_9666] Table","WH/MO/06429","","OdooBot","2024-06-29 01:00:00","2024-07-21 01:00:00","2024-07-17 01:00:00","Cancelled","5.0","7.0","7.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/07774","","Public user","2024-06-30 01:00:00","2024-07-16 01:00:00","2024-09-09 01:00:00","","9.0","9.0","9.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/03054","","OdooBot","2024-07-01 01:00:00","2024-07-18 01:00:00","2024-08-22 01:00:00","","5.0","5.0","5.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/00489","","OdooBot","2024-07-02 01:00:00","2024-07-28 01:00:00","2024-07-19 01:00:00","Cancelled","7.0","14.0","14.0","80.0","100.0"
"","[FURN_9666] Table","WH/MO/00899","","Default User Template","2024-07-02 01:00:00","2024-08-22 01:00:00","2024-07-10 01:00:00","Cancelled","3.0","6.0","6.0","290.0","520.0"
"Available","[FURN_9666] Table","WH/MO/06604","SO-7604","OdooBot","2024-07-02 01:00:00","2024-08-09 01:00:00","2024-08-11 01:00:00","","3.0","3.0","3.0","290.0","520.0"
"","[FURN_7800] Desk Combination","WH/MO/00259","","Portal User Template","2024-07-04 01:00:00","2024-07-29 01:00:00","2024-07-26 01:00:00","Cancelled","9.0","15.0","15.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/05004","","OdooBot","2024-07-04 01:00:00","2024-07-25 01:00:00","2024-09-26 01:00:00","","15.0","15.0","15.0","300.0","450.0"
"Available","[FURN_8855] Drawer","WH/MO/06874","","Default User Template","2024-07-04 01:00:00","2024-07-22 01:00:00","2024-08-25 01:00:00","","8.0","8.0","8.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/09464","","Mitchell Admin","2024-07-05 01:00:00","2024-07-15 01:00:00","2024-08-16 01:00:00","","3.0","3.0","3.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/01394","SO-2394","Portal User Template","2024-07-06 01:00:00","2024-08-05 01:00:00","2024-08-22 01:00:00","","18.0","18.0","18.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/03189","","Mitchell Admin","2024-07-06 01:00:00","2024-08-16 01:00:00","2024-07-25 01:00:00","Cancelled","4.0","14.0","14.0","80.0","100.0"
"","[FURN_8855] Drawer","WH/MO/09509","","Portal User Template","2024-07-06 01:00:00","2024-08-18 01:00:00","2024-07-22 01:00:00","Cancelled","9.0","17.0","17.0","100.0","110.5"
"","[FURN_8855] Drawer","WH/MO/04869","","Mitchell Admin","2024-07-08 01:00:00","2024-08-27 01:00:00","2024-07-17 01:00:00","Cancelled","6.0","12.0","12.0","100.0","110.5"
"","[FURN_9666] Table","WH/MO/05379","SO-6379","Mitchell Admin","2024-07-08 01:00:00","2024-08-29 01:00:00","2024-07-15 01:00:00","Cancelled","1.0","2.0","2.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/07124","SO-8124","Public user","2024-07-08 01:00:00","2024-07-24 01:00:00","2024-08-24 01:00:00","","5.0","5.0","5.0","300.0","450.0"
"Available","[FURN_9666] Table","WH/MO/07884","","Portal User Template","2024-07-08 01:00:00","2024-08-02 01:00:00","2024-09-30 01:00:00","","7.0","7.0","7.0","290.0","520.0"
"","[FURN_8855] Drawer","WH/MO/05139","","Default User Template","2024-07-10 01:00:00","2024-08-10 01:00:00","2024-07-29 01:00:00","Cancelled","5.0","10.0","10.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/03084","SO-4084","Mitchell Admin","2024-07-12 01:00:00","2024-08-17 01:00:00","2024-10-02 01:00:00","","17.0","17.0","17.0","290.0","520.0"
"","[FURN_7023] Wood Panel","WH/MO/09659","","OdooBot","2024-07-14 01:00:00","2024-08-22 01:00:00","2024-07-29 01:00:00","Cancelled","7.0","9.0","9.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/05044","SO-6044","Default User Template","2024-07-16 01:00:00","2024-08-19 01:00:00","2024-08-31 01:00:00","","15.0","15.0","15.0","290.0","520.0"
"Available","[FURN_8855] Drawer","WH/MO/08934","SO-9934","Mitchell Admin","2024-07-16 01:00:00","2024-07-27 01:00:00","2024-10-15 01:00:00","","4.0","4.0","4.0","100.0","110.5"
"","[FURN_7800] Desk Combination","WH/MO/01539","SO-2539","Public user","2024-07-19 01:00:00","2024-08-25 01:00:00","2024-08-04 01:00:00","Cancelled","1.0","2.0","2.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/04894","","Portal User Template","2024-07-20 01:00:00","2024-08-30 01:00:00","2024-09-05 01:00:00","","7.0","7.0","7.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/05829","SO-6829","Default User Template","2024-07-21 01:00:00","2024-08-24 01:00:00","2024-07-28 01:00:00","Cancelled","5.0","16.0","16.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/06644","","Default User Template","2024-07-22 01:00:00","2024-08-14 01:00:00","2024-09-03 01:00:00","","3.0","3.0","3.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/08094","SO-9094","Default User Template","2024-07-22 01:00:00","2024-08-02 01:00:00","2024-10-11 01:00:00","","13.0","13.0","13.0","80.0","100.0"
"","[FURN_7800] Desk Combination","WH/MO/07429","","Default User Template","2024-07-23 01:00:00","2024-09-08 01:00:00","2024-08-04 01:00:00","Cancelled","10.0","18.0","18.0","300.0","450.0"
"","[FURN_8522] Table Top","WH/MO/08149","","Public user","2024-07-23 01:00:00","2024-09-15 01:00:00","2024-08-06 01:00:00","Cancelled","4.0","6.0","6.0","240.0","380.0"
"Available","[FURN_7800] Desk Combination","WH/MO/02644","","Mitchell Admin","2024-07-25 01:00:00","2024-09-04 01:00:00","2024-10-15 01:00:00","","14.0","14.0","14.0","300.0","450.0"
"","[FURN_7800] Desk Combination","WH/MO/05429","SO-6429","Mitchell Admin","2024-07-27 01:00:00","2024-09-16 01:00:00","2024-08-09 01:00:00","Cancelled","5.0","11.0","11.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/04074","SO-5074","OdooBot","2024-07-28 01:00:00","2024-09-01 01:00:00","2024-10-23 01:00:00","","14.0","14.0","14.0","80.0","100.0"
"","[FURN_9666] Table","WH/MO/07279","","Public user","2024-07-31 01:00:00","2024-09-06 01:00:00","2024-08-17 01:00:00","Cancelled","6.0","18.0","18.0","290.0","520.0"
"Available","[FURN_9666] Table","WH/MO/08544","","Mitchell Admin","2024-08-01 01:00:00","2024-09-06 01:00:00","2024-10-28 01:00:00","","4.0","4.0","4.0","290.0","520.0"
"","[FURN_8855] Drawer","WH/MO/09389","SO-10389","Portal User Template","2024-08-01 01:00:00","2024-08-27 01:00:00","2024-08-13 01:00:00","Cancelled","3.0","4.0","4.0","100.0","110.5"
"","[FURN_7800] Desk Combination","WH/MO/00449","","Mitchell Admin","2024-08-02 01:00:00","2024-09-21 01:00:00","2024-08-22 01:00:00","Cancelled","6.0","13.0","13.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/07224","","OdooBot","2024-08-05 01:00:00","2024-09-04 01:00:00","2024-09-15 01:00:00","","13.0","13.0","13.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/02564","","Portal User Template","2024-08-06 01:00:00","2024-08-27 01:00:00","2024-09-17 01:00:00","","15.0","15.0","15.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/03714","SO-4714","Mitchell Admin","2024-08-07 01:00:00","2024-09-09 01:00:00","2024-10-16 01:00:00","","17.0","17.0","17.0","290.0","520.0"
"","[FURN_7800] Desk Combination","WH/MO/04549","SO-5549","Portal User Template","2024-08-07 01:00:00","2024-09-26 01:00:00","2024-08-23 01:00:00","Cancelled","6.0","14.0","14.0","300.0","450.0"
"","[FURN_8855] Drawer","WH/MO/05549","SO-6549","Mitchell Admin","2024-08-07 01:00:00","2024-09-02 01:00:00","2024-08-15 01:00:00","Cancelled","3.0","9.0","9.0","100.0","110.5"
"","[FURN_7023] Wood Panel","WH/MO/09939","SO-10939","OdooBot","2024-08-09 01:00:00","2024-09-22 01:00:00","2024-08-20 01:00:00","Cancelled","11.0","14.0","14.0","80.0","100.0"
"","[FURN_7023] Wood Panel","WH/MO/00679","SO-1679","Public user","2024-08-10 01:00:00","2024-09-27 01:00:00","2024-08-29 01:00:00","Cancelled","4.0","6.0","6.0","80.0","100.0"
"","[FURN_9666] Table","WH/MO/00109","SO-1109","Public user","2024-08-11 01:00:00","2024-08-30 01:00:00","2024-08-22 01:00:00","Cancelled","3.0","6.0","6.0","290.0","520.0"
"Available","[FURN_8855] Drawer","WH/MO/01964","SO-2964","Mitchell Admin","2024-08-11 01:00:00","2024-08-31 01:00:00","2024-10-10 01:00:00","","10.0","10.0","10.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/05854","SO-6854","Mitchell Admin","2024-08-14 01:00:00","2024-09-06 01:00:00","2024-09-23 01:00:00","","19.0","19.0","19.0","290.0","520.0"
"","[FURN_7023] Wood Panel","WH/MO/01499","","Default User Template","2024-08-15 01:00:00","2024-10-08 01:00:00","2024-08-30 01:00:00","Cancelled","7.0","11.0","11.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/02664","","Mitchell Admin","2024-08-15 01:00:00","2024-09-20 01:00:00","2024-10-06 01:00:00","","16.0","16.0","16.0","80.0","100.0"
"","[FURN_7023] Wood Panel","WH/MO/04049","","Public user","2024-08-15 01:00:00","2024-09-17 01:00:00","2024-08-31 01:00:00","Cancelled","13.0","18.0","18.0","80.0","100.0"
"","[FURN_9666] Table","WH/MO/01429","","Mitchell Admin","2024-08-16 01:00:00","2024-09-02 01:00:00","2024-09-06 01:00:00","Cancelled","3.0","8.0","8.0","290.0","520.0"
"","[FURN_7023] Wood Panel","WH/MO/05989","","Public user","2024-08-17 01:00:00","2024-09-04 01:00:00","2024-08-26 01:00:00","Cancelled","4.0","12.0","12.0","80.0","100.0"
"","[FURN_8855] Drawer","WH/MO/07669","SO-8669","Mitchell Admin","2024-08-18 01:00:00","2024-10-03 01:00:00","2024-09-09 01:00:00","Cancelled","1.0","3.0","3.0","100.0","110.5"
"","[FURN_8855] Drawer","WH/MO/07169","","Public user","2024-08-19 01:00:00","2024-09-16 01:00:00","2024-08-25 01:00:00","Cancelled","2.0","6.0","6.0","100.0","110.5"
"","[FURN_8522] Table Top","WH/MO/08009","","Mitchell Admin","2024-08-19 01:00:00","2024-09-21 01:00:00","2024-08-29 01:00:00","Cancelled","4.0","9.0","9.0","240.0","380.0"
"","[FURN_9666] Table","WH/MO/06389","","Public user","2024-08-20 01:00:00","2024-10-07 01:00:00","2024-09-03 01:00:00","Cancelled","7.0","13.0","13.0","290.0","520.0"
"","[FURN_7023] Wood Panel","WH/MO/01199","","Mitchell Admin","2024-08-21 01:00:00","2024-09-09 01:00:00","2024-09-08 01:00:00","Cancelled","4.0","16.0","16.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/02784","SO-3784","Mitchell Admin","2024-08-23 01:00:00","2024-09-11 01:00:00","2024-11-25 01:00:00","","11.0","11.0","11.0","290.0","520.0"
"","[FURN_9666] Table","WH/MO/00289","","Portal User Template","2024-08-25 01:00:00","2024-10-17 01:00:00","2024-09-10 01:00:00","Cancelled","8.0","13.0","13.0","290.0","520.0"
"","[FURN_8522] Table Top","WH/MO/00999","","Default User Template","2024-08-25 01:00:00","2024-10-15 01:00:00","2024-09-12 01:00:00","Cancelled","12.0","15.0","15.0","240.0","380.0"
"","[FURN_8855] Drawer","WH/MO/08719","SO-9719","Portal User Template","2024-08-25 01:00:00","2024-09-14 01:00:00","2024-09-11 01:00:00","Cancelled","8.0","17.0","17.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/00904","","Portal User Template","2024-08-28 01:00:00","2024-09-22 01:00:00","2024-10-14 01:00:00","","6.0","6.0","6.0","290.0","520.0"
